index,carat,cut,color,clarity,depth,table,price,x,y,z
31017,0.31,Very Good,G,VVS1,61.5,55.0,749,4.36,4.4,2.69
2528,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46
31787,0.42,Ideal,H,VS2,62.5,57.0,773,4.76,4.81,2.99
18296,1.42,Good,H,SI2,61.8,61.0,7437,7.01,7.09,4.36
12099,1.16,Premium,F,SI2,62.1,59.0,5164,6.76,6.71,4.18
41570,0.55,Very Good,E,SI2,62.5,54.0,1238,5.21,5.25,3.27
7314,1.0,Very Good,G,SI2,62.8,57.0,4207,6.31,6.37,3.98
28555,0.3,Premium,H,VS1,60.1,61.0,675,4.32,4.3,2.59
41457,0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19
42711,0.56,Ideal,F,SI1,61.4,57.0,1340,5.28,5.3,3.25
3173,0.72,Very Good,F,VVS2,63.4,56.0,3338,5.68,5.71,3.61
50856,0.7,Very Good,E,SI1,60.3,60.0,2312,5.77,5.81,3.49
26594,1.74,Ideal,G,VS2,61.7,56.0,16316,7.72,7.68,4.75
17216,1.0,Very Good,F,VS1,62.1,60.0,6883,6.33,6.42,3.96
34945,0.24,Good,E,VS2,63.0,59.0,378,3.96,4.01,2.51
30175,0.38,Ideal,G,VS2,59.5,58.0,721,4.75,4.77,2.83
19718,1.5,Very Good,E,SI2,62.2,58.0,8291,7.31,7.35,4.56
39991,0.41,Ideal,F,VS2,60.8,56.0,1107,4.81,4.8,2.92
30598,0.31,Ideal,D,VS2,60.7,56.0,734,4.35,4.38,2.65
40795,0.46,Good,F,VS1,61.6,62.2,1168,4.84,5.0,3.04
7672,1.0,Very Good,H,SI2,59.7,58.0,4273,6.48,6.55,3.89
18054,0.3,Ideal,I,IF,62.0,57.0,615,4.28,4.3,2.66
41545,0.5,Good,D,SI1,64.1,56.0,1235,5.03,4.98,3.21
5881,1.01,Good,H,SI2,65.7,60.0,3926,6.17,6.19,4.06
36328,0.32,Premium,G,VVS2,60.9,61.0,936,4.41,4.39,2.68
43839,0.62,Very Good,H,SI1,60.1,61.0,1446,5.55,5.59,3.35
50240,0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
36290,0.32,Ideal,G,SI1,61.3,57.0,477,4.37,4.4,2.69
1365,0.9,Fair,J,VS1,64.6,58.0,2964,6.12,6.06,3.93
11998,1.06,Ideal,E,SI2,60.9,57.0,5147,6.58,6.62,4.02
36246,0.41,Ideal,E,VS2,61.8,57.0,935,4.76,4.78,2.95
5591,1.17,Good,D,SI2,57.4,59.0,3866,7.02,6.95,4.01
7242,0.73,Ideal,D,VS1,61.5,58.0,4196,5.76,5.79,3.55
11299,1.14,Premium,H,SI1,59.2,58.0,4980,6.86,6.8,4.04
36831,0.3,Ideal,E,IF,61.3,58.0,957,4.28,4.33,2.64
52755,0.73,Ideal,I,VVS1,61.7,57.0,2561,5.83,5.78,3.58
48642,0.31,Premium,I,SI1,62.8,60.0,537,4.31,4.29,2.7
1026,0.72,Premium,E,VS2,61.1,59.0,2903,5.8,5.75,3.53
20667,1.51,Very Good,I,VS2,63.0,60.0,8952,7.25,7.3,4.58
17400,0.32,Ideal,G,SI1,61.6,57.0,612,4.42,4.38,2.71
45546,0.51,Premium,D,SI1,61.0,60.0,1687,5.18,5.15,3.15
51143,0.7,Premium,E,SI2,61.8,60.0,2342,5.65,5.61,3.48
12687,1.66,Premium,I,SI2,60.0,59.0,5310,7.63,7.56,4.56
3272,1.0,Very Good,I,SI2,58.3,63.0,3360,6.53,6.5,3.8
46001,0.55,Very Good,E,VS2,61.2,57.0,1725,5.22,5.27,3.21
4670,1.01,Good,D,SI2,63.8,61.0,3671,6.13,6.06,3.89
41013,0.5,Ideal,E,SI2,61.1,58.0,1185,5.09,5.13,3.12
43134,0.58,Good,F,SI1,63.1,57.0,1388,5.29,5.33,3.35
26224,2.18,Ideal,I,SI1,61.2,56.0,15646,8.39,8.51,5.17
43891,0.34,Ideal,H,SI1,61.1,56.0,508,4.52,4.55,2.77
6498,0.89,Ideal,G,VVS2,61.7,55.0,4062,6.22,6.19,3.83
32726,0.31,Ideal,F,VS2,62.3,55.0,802,4.33,4.3,2.69
32614,0.3,Good,G,VS2,63.5,58.0,456,4.24,4.29,2.71
9440,0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83
21157,1.76,Fair,J,VS1,56.9,66.0,9314,8.09,7.94,4.56
12306,1.09,Ideal,H,SI1,61.1,57.0,5219,6.69,6.6,4.1
41266,0.31,Ideal,I,VS1,61.9,53.9,502,4.35,4.38,2.7
49635,0.32,Premium,I,SI1,59.9,61.0,540,4.47,4.44,2.67
1260,0.74,Ideal,I,VS1,62.0,56.0,2947,5.79,5.82,3.6
13363,0.24,Very Good,F,VS2,59.6,58.0,419,4.08,4.11,2.44
15231,1.5,Very Good,I,SI2,63.2,52.0,6115,7.28,7.24,4.59
44951,0.5,Very Good,D,VS2,62.8,58.0,1635,5.0,5.03,3.15
43479,0.5,Premium,E,VS2,60.1,61.0,1420,5.2,5.15,3.11
5808,0.9,Very Good,G,VS2,59.0,58.0,3910,6.25,6.29,3.7
8140,0.97,Good,I,VS2,64.5,61.0,4355,6.16,6.21,3.99
36236,0.38,Ideal,E,VS1,60.7,56.0,933,4.7,4.72,2.86
9021,1.0,Premium,H,VS2,58.9,56.0,4514,6.53,6.51,3.84
1908,1.0,Premium,H,SI2,59.4,60.0,3080,6.49,6.4,3.83
24393,1.51,Ideal,G,VS2,61.8,55.0,12626,7.43,7.39,4.58
10022,0.34,Ideal,D,I1,61.4,55.0,413,4.5,4.52,2.77
16126,1.0,Good,E,VS2,60.6,65.0,6445,6.29,6.36,3.83
45457,0.5,Ideal,E,VS1,61.9,55.0,1675,5.08,5.13,3.16
7424,0.92,Very Good,H,VS1,61.0,62.0,4228,6.26,6.32,3.84
36099,0.32,Ideal,F,VVS1,61.4,56.0,926,4.38,4.42,2.7
25635,1.51,Ideal,G,VS1,60.6,57.0,14507,7.48,7.38,4.5
21360,1.28,Premium,G,VS1,60.9,58.0,9505,7.09,7.01,4.29
45123,0.52,Premium,D,SI1,61.5,55.0,1651,5.21,5.19,3.2
9591,1.09,Very Good,F,SI2,58.6,63.0,4629,6.73,6.78,3.96
4786,1.0,Good,E,SI2,57.7,65.0,3696,6.55,6.59,3.79
26279,2.0,Fair,H,SI1,65.6,58.0,15762,7.92,7.76,5.15
13869,1.23,Premium,H,SI2,62.1,61.0,5648,6.86,6.79,4.24
8350,1.02,Very Good,E,SI2,59.6,59.0,4398,6.54,6.59,3.91
47763,0.5,Ideal,D,VS2,61.8,56.0,1893,5.11,5.14,3.16
9040,0.31,Ideal,G,VS1,60.6,58.0,587,4.39,4.42,2.67
45156,0.5,Ideal,D,SI1,60.8,56.0,1654,5.14,5.12,3.12
30066,0.32,Ideal,D,VS1,61.4,56.0,720,4.38,4.41,2.7
18553,1.24,Good,E,SI1,63.5,55.0,7563,6.82,6.86,4.35
8368,0.9,Very Good,F,VS2,63.4,58.0,4400,6.07,6.11,3.86
7543,1.01,Very Good,E,SI2,63.3,58.0,4244,6.36,6.3,4.01
26059,2.02,Good,F,SI2,61.9,61.0,15261,8.06,8.02,4.98
32408,0.41,Ideal,D,SI1,62.6,57.0,791,4.74,4.78,2.98
33356,0.41,Premium,G,VS2,62.6,59.0,827,4.73,4.76,2.97
39339,0.49,Premium,G,SI1,62.4,58.0,1072,5.05,4.99,3.13
2669,0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55
9658,1.01,Premium,H,SI1,61.2,58.0,4642,6.47,6.43,3.95
51959,0.56,Ideal,G,IF,62.0,56.0,2442,5.3,5.32,3.29
22260,1.14,Ideal,G,IF,61.1,57.0,10313,6.7,6.76,4.11
8988,1.36,Premium,G,I1,62.1,57.0,4509,7.11,7.06,4.4
48507,0.7,Premium,H,SI2,61.7,58.0,1982,5.72,5.69,3.52
18537,1.51,Premium,J,VS2,59.2,59.0,7553,7.53,7.47,4.44
45159,0.5,Premium,D,SI1,61.2,60.0,1654,5.14,5.09,3.13
4031,0.9,Very Good,E,SI2,63.2,59.0,3526,6.1,6.15,3.87
192,0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53
43371,0.58,Ideal,F,SI1,61.4,57.0,1408,5.33,5.38,3.29
22485,1.51,Good,F,SI1,64.2,57.0,10514,7.09,7.2,4.59
37216,0.34,Ideal,G,IF,60.7,57.0,974,4.51,4.55,2.75
4078,0.31,Good,D,SI1,63.1,57.0,571,4.3,4.32,2.72
34024,0.35,Ideal,G,VVS1,61.7,55.0,849,4.54,4.57,2.81
41093,0.42,Very Good,H,VVS1,62.2,56.0,1193,4.78,4.81,2.98
42399,0.51,Premium,F,SI1,59.4,60.0,1308,5.19,5.21,3.09
15914,1.19,Premium,H,VS2,61.0,59.0,6363,6.91,6.8,4.18
39102,0.41,Ideal,I,VVS2,62.3,56.0,1061,4.77,4.73,2.96
53874,0.8,Very Good,F,SI1,61.6,59.0,2745,5.9,5.96,3.65
33774,0.48,Ideal,I,SI1,62.5,54.0,841,5.04,5.07,3.16
11659,1.07,Premium,H,SI1,62.2,57.0,5055,6.57,6.48,4.06
52948,0.7,Very Good,E,VS2,62.5,57.0,2593,5.64,5.68,3.54
47572,0.51,Ideal,G,VVS2,61.1,56.0,1875,5.15,5.19,3.16
40319,0.5,Premium,F,SI2,59.9,60.0,1125,5.22,5.16,3.11
19321,1.2,Very Good,G,VS2,63.5,57.0,8032,6.76,6.66,4.26
43339,0.56,Ideal,I,VS1,60.5,55.0,1406,5.33,5.39,3.24
30056,0.41,Premium,G,SI1,61.3,58.0,719,4.76,4.8,2.93
45331,0.51,Very Good,E,VS2,63.5,56.0,1662,5.08,5.06,3.22
37981,0.51,Very Good,H,SI1,61.2,55.0,1008,5.19,5.21,3.18
5809,0.91,Very Good,D,SI2,60.8,58.0,3910,6.26,6.31,3.82
38287,0.28,Very Good,F,VS1,61.0,59.0,487,4.18,4.24,2.57
21902,1.53,Very Good,G,SI1,62.5,56.0,9971,7.32,7.36,4.59
19237,1.17,Good,G,VS1,60.0,64.0,7972,6.82,6.77,4.08
32297,0.25,Ideal,G,VS1,62.5,55.0,454,4.0,4.02,2.51
46049,0.5,Ideal,F,VS1,61.0,56.0,1731,5.14,5.15,3.14
35935,0.37,Ideal,F,VVS2,61.6,57.0,920,4.59,4.63,2.84
29992,0.32,Ideal,F,VS1,61.0,56.0,716,4.45,4.48,2.72
18241,1.14,Ideal,H,VS2,61.1,57.0,7409,6.71,6.78,4.12
28058,0.38,Ideal,F,SI1,62.2,54.0,660,4.64,4.66,2.89
29823,0.35,Good,H,VS2,63.7,57.0,709,4.53,4.48,2.87
34090,0.41,Very Good,F,SI1,63.4,58.0,852,4.75,4.68,2.99
33195,0.3,Premium,H,VVS1,61.1,61.0,819,4.3,4.27,2.62
44220,0.57,Ideal,F,SI1,61.6,57.0,1571,5.37,5.34,3.3
32837,0.44,Ideal,I,VS1,61.1,56.0,807,4.92,4.96,3.02
36539,0.4,Premium,H,VS2,59.1,61.0,945,4.84,4.81,2.85
40775,0.42,Very Good,E,VVS2,62.1,56.0,1167,4.79,4.82,2.98
1317,0.72,Ideal,H,VVS1,62.0,55.0,2958,5.74,5.77,3.57
44638,0.41,Ideal,E,VVS1,61.1,56.0,1608,4.8,4.82,2.94
48575,0.53,Ideal,G,VVS2,61.7,54.5,1993,5.2,5.26,3.23
15114,1.01,Very Good,F,SI1,62.9,57.0,6075,6.35,6.4,4.01
37436,0.33,Ideal,G,IF,62.2,56.0,984,4.43,4.45,2.76
28060,0.38,Ideal,E,SI1,62.1,55.0,660,4.64,4.67,2.89
16590,1.36,Premium,J,VS2,61.9,59.0,6626,7.09,7.06,4.38
25140,2.22,Premium,J,SI2,61.8,58.0,13703,8.42,8.31,5.17
37677,0.7,Fair,F,I1,70.8,56.0,992,5.38,5.33,3.79
45808,0.5,Ideal,H,VVS1,60.6,55.0,1710,5.13,5.17,3.12
21447,1.28,Ideal,D,SI1,61.5,55.0,9548,7.01,7.05,4.32
11357,0.99,Very Good,D,SI2,62.5,57.0,4993,6.3,6.34,3.95
44292,0.52,Premium,G,VS2,62.4,56.0,1577,5.19,5.16,3.23
18101,1.52,Very Good,F,SI2,63.1,60.0,7320,7.25,7.21,4.56
37681,0.42,Ideal,H,VS2,62.5,57.0,992,4.81,4.76,2.99
21851,1.3,Premium,F,VS2,60.4,59.0,9909,7.06,7.12,4.28
48872,0.51,Premium,G,VVS2,60.9,61.0,2035,5.17,5.11,3.13
6736,0.26,Ideal,I,VS1,61.6,54.0,578,4.08,4.12,2.53
13611,1.02,Ideal,H,VS1,62.2,56.0,5569,6.48,6.42,4.01
52694,0.7,Very Good,F,SI1,61.5,60.0,2553,5.65,5.7,3.49
13208,1.21,Very Good,I,SI1,60.6,56.0,5457,6.89,6.97,4.2
27581,1.6,Ideal,F,VS2,62.0,55.0,18421,7.49,7.54,4.66
10703,0.9,Good,H,VVS1,63.8,59.0,4847,6.09,6.13,3.9
20362,1.09,Ideal,G,VVS2,61.8,56.0,8753,6.58,6.62,4.08
7303,1.2,Premium,D,SI2,60.2,60.0,4203,6.94,6.81,4.14
41985,0.51,Ideal,D,SI2,61.1,56.0,1264,5.16,5.18,3.16
29304,0.3,Ideal,I,VS2,62.0,55.0,438,4.3,4.35,2.68
8479,1.01,Good,F,SI2,63.9,54.0,4416,6.33,6.44,4.08
52195,0.7,Premium,G,VS2,61.8,60.0,2479,5.66,5.63,3.49
38216,0.43,Premium,E,SI1,62.4,56.0,1016,4.83,4.79,3.0
22098,1.51,Premium,D,SI1,62.2,59.0,10122,7.34,7.29,4.55
27123,2.26,Ideal,H,SI2,62.2,56.0,17312,8.38,8.35,5.2
44417,0.58,Premium,F,VS2,62.2,55.0,1586,5.4,5.31,3.33
11793,0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86
2908,0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2
36315,0.32,Ideal,G,VVS2,61.1,55.0,936,4.45,4.42,2.71
20026,0.32,Good,F,SI2,63.8,55.0,421,4.34,4.35,2.77
28553,0.3,Premium,H,VS1,61.3,58.0,675,4.32,4.29,2.64
5153,1.01,Good,F,SI2,64.0,56.0,3768,6.25,6.32,4.02
2145,0.52,Ideal,E,VVS1,61.8,55.0,3125,5.2,5.19,3.21
44404,0.55,Ideal,H,SI1,61.4,56.0,1584,5.28,5.31,3.25
47147,0.66,Good,H,VS1,59.9,60.3,1832,5.61,5.67,3.37
25343,2.08,Premium,I,SI2,60.8,61.0,14047,8.24,8.21,5.0
1928,0.92,Premium,F,SI2,62.1,60.0,3083,6.21,6.26,3.87
35180,0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.38,2.7
23803,1.5,Premium,D,SI1,61.0,61.0,11863,7.32,7.28,4.45
49522,0.72,Very Good,J,SI1,57.6,63.0,2123,5.89,5.95,3.41
30030,0.35,Premium,E,VS1,62.2,58.0,718,4.47,4.5,2.79
11807,1.01,Premium,H,SI1,62.3,58.0,5090,6.44,6.4,4.0
47753,0.54,Premium,D,VS2,60.9,58.0,1892,5.27,5.31,3.22
3800,1.0,Good,I,SI2,63.9,60.0,3465,6.26,6.3,4.01
10349,0.9,Ideal,E,VS2,62.7,56.0,4770,6.14,6.18,3.86
3388,0.31,Premium,I,SI1,61.5,59.0,408,4.35,4.37,2.68
43422,0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26
48389,0.5,Good,G,VVS1,63.3,56.0,1966,5.07,5.1,3.22
4173,0.92,Premium,H,SI1,62.0,60.0,3555,6.27,6.21,3.87
22906,1.51,Very Good,G,SI1,61.5,54.0,10947,7.35,7.42,4.54
17348,1.12,Ideal,H,SI1,61.6,56.0,6962,6.64,6.68,4.11
2248,0.91,Good,G,SI2,62.5,60.0,3149,6.05,6.08,3.79
2392,0.32,Ideal,E,SI1,61.8,55.0,561,4.42,4.45,2.74
25978,2.1,Premium,G,SI2,62.6,56.0,15175,8.2,8.16,5.12
24438,2.12,Premium,H,SI2,62.3,58.0,12693,8.25,8.16,5.12
37316,0.38,Ideal,E,VS1,61.9,55.2,979,4.62,4.65,2.87
32767,0.34,Ideal,D,SI1,61.2,57.0,803,4.51,4.48,2.75
6238,0.75,Ideal,D,VS1,62.0,58.0,4007,5.77,5.84,3.6
50432,0.71,Ideal,F,SI1,62.5,57.0,2262,5.68,5.74,3.57
3831,1.0,Premium,H,SI2,61.0,60.0,3472,6.42,6.36,3.9
14375,0.3,Very Good,H,VVS2,61.0,61.0,605,4.3,4.32,2.63
41963,0.23,Very Good,E,VVS2,61.6,57.0,505,3.95,3.97,2.44
13974,1.23,Good,D,SI2,60.5,64.0,5689,6.94,6.88,4.18
53333,0.72,Very Good,E,SI2,59.7,59.0,2655,5.77,5.82,3.46
36621,0.24,Very Good,F,VVS2,62.1,58.0,478,3.96,4.03,2.48
25468,1.36,Very Good,D,VVS2,62.6,58.0,14236,7.06,7.21,4.47
9676,1.0,Premium,E,SI2,60.4,60.0,4648,6.49,6.46,3.91
25539,1.5,Very Good,G,VVS1,63.1,62.0,14361,7.25,7.23,4.57
36956,0.33,Ideal,I,VS2,61.4,56.0,480,4.45,4.48,2.74
33345,0.41,Premium,G,VS2,62.4,58.0,827,4.72,4.76,2.96
46440,0.54,Ideal,F,VS1,60.9,57.0,1772,5.21,5.26,3.19
35464,0.31,Ideal,F,IF,61.2,56.0,901,4.38,4.41,2.69
21259,1.5,Ideal,I,VS2,62.6,55.0,9408,7.39,7.31,4.6
25964,2.01,Premium,G,SI2,62.3,60.0,15147,8.04,7.97,4.99
45467,0.53,Ideal,E,VS2,61.8,56.0,1676,5.17,5.21,3.21
3664,0.76,Ideal,D,VS2,61.2,57.0,3443,5.89,5.91,3.61
3210,0.71,Premium,F,VVS1,58.1,58.0,3347,5.92,5.88,3.43
44873,0.52,Very Good,G,VS1,62.3,58.0,1629,5.14,5.17,3.21
12987,1.0,Very Good,E,SI1,63.2,57.0,5396,6.39,6.36,4.03
39007,0.4,Ideal,E,VVS2,61.6,56.0,1056,4.78,4.73,2.93
38449,0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8
23019,0.4,Ideal,F,I1,63.3,60.0,630,4.68,4.64,2.95
13795,1.23,Premium,I,VS2,61.7,58.0,5622,6.87,6.85,4.23
4878,0.73,Ideal,E,VVS2,62.0,57.0,3714,5.79,5.73,3.57
51623,0.93,Premium,F,I1,61.3,59.0,2396,6.27,6.22,3.83
25831,2.07,Ideal,I,SI1,61.2,57.0,14857,8.12,8.23,5.0
14385,0.3,Ideal,H,VVS2,61.7,54.0,605,4.31,4.34,2.67
39179,0.35,Premium,D,VS2,61.9,58.0,1063,4.6,4.51,2.82
43405,0.52,Ideal,E,SI2,61.0,57.0,1412,5.18,5.21,3.17
6990,0.9,Premium,H,VS2,61.3,59.0,4155,6.19,6.24,3.81
20160,1.21,Ideal,G,VS1,62.6,56.0,8616,6.77,6.81,4.25
14836,1.25,Ideal,J,VVS2,61.1,57.0,5975,6.91,6.94,4.23
20980,1.52,Premium,E,SI2,60.8,60.0,9193,7.42,7.36,4.49
33082,0.3,Premium,E,VS1,61.4,59.0,814,4.32,4.28,2.64
48639,0.31,Premium,I,SI1,62.3,58.0,537,4.38,4.35,2.72
12897,0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
11068,0.34,Ideal,E,SI1,62.0,57.0,596,4.46,4.48,2.77
33519,0.33,Ideal,F,VVS1,62.0,59.0,829,4.42,4.45,2.75
10776,1.23,Premium,J,VS2,62.7,58.0,4856,6.81,6.77,4.26
29103,0.34,Premium,I,VS1,59.5,59.0,689,4.59,4.55,2.72
4766,0.72,Premium,F,VVS1,62.8,58.0,3689,5.75,5.68,3.59
29,0.23,Very Good,D,VS2,60.5,61.0,357,3.96,3.97,2.4
42087,0.42,Ideal,H,IF,61.9,56.0,1273,4.81,4.79,2.97
38095,0.42,Premium,F,VS2,60.1,61.0,1013,4.88,4.84,2.92
35979,0.42,Very Good,H,VVS2,62.4,57.0,921,4.78,4.83,3.0
44070,0.55,Ideal,E,SI1,60.6,56.0,1551,5.3,5.33,3.22
2835,0.78,Ideal,I,VVS2,62.4,56.0,3267,5.87,5.9,3.67
52772,0.8,Very Good,F,SI2,59.7,56.0,2564,6.05,6.11,3.63
30455,0.3,Ideal,F,VS1,62.6,57.0,731,4.34,4.29,2.7
28798,0.27,Very Good,F,VVS1,61.8,56.0,682,4.15,4.17,2.57
35708,0.3,Ideal,D,VS2,61.7,55.0,911,4.36,4.33,2.68
47224,0.51,Ideal,G,VVS1,60.8,56.0,1839,5.21,5.22,3.17
21838,1.1,Very Good,D,VS1,59.7,58.0,9901,6.69,6.72,4.0
2925,0.73,Very Good,G,VVS2,61.4,58.0,3288,5.83,5.86,3.59
11342,1.01,Good,F,SI1,60.5,64.0,4989,6.48,6.45,3.91
11364,1.1,Very Good,G,SI1,62.3,58.0,4997,6.55,6.61,4.1
11872,1.2,Premium,J,VS1,59.1,61.0,5107,7.0,6.94,4.12
23001,1.01,Ideal,D,VVS2,61.1,57.0,11057,6.49,6.47,3.96
26702,0.32,Ideal,F,VS2,61.6,55.0,645,4.4,4.43,2.72
22131,1.54,Premium,I,VS1,61.6,58.0,10164,7.39,7.42,4.56
1579,0.71,Ideal,G,SI1,61.9,56.0,3007,5.73,5.76,3.55
24822,1.63,Very Good,H,VVS1,59.1,58.0,13211,7.68,7.84,4.59
6354,0.9,Ideal,E,SI2,61.7,56.0,4034,6.21,6.26,3.85
44607,0.53,Premium,G,VS2,62.6,58.0,1607,5.18,5.11,3.22
14254,1.03,Premium,F,VS2,62.6,58.0,5774,6.45,6.4,4.02
2314,0.87,Fair,I,VS2,57.3,59.0,3166,6.29,6.44,3.65
23635,2.0,Fair,H,SI2,64.5,56.0,11655,7.93,7.86,5.09
52011,0.78,Good,F,SI2,62.7,61.0,2444,5.8,5.84,3.65
41947,0.35,Good,H,SI1,63.2,57.0,504,4.48,4.51,2.84
45464,0.55,Very Good,F,VS2,61.8,57.0,1676,5.23,5.28,3.25
3337,0.79,Ideal,E,VS2,59.3,57.0,3377,6.02,6.06,3.58
3397,0.32,Ideal,I,VVS2,62.0,54.9,567,4.36,4.39,2.71
8645,1.06,Ideal,H,SI2,62.8,57.0,4452,6.57,6.49,4.1
35079,0.3,Very Good,F,IF,62.1,57.0,886,4.26,4.3,2.66
27893,0.32,Ideal,I,IF,61.6,56.0,655,4.4,4.43,2.72
3886,1.01,Good,E,I1,61.5,65.0,3484,6.28,6.21,3.84
3396,0.32,Ideal,I,VVS2,62.2,54.5,567,4.38,4.42,2.74
34056,0.36,Premium,D,SI1,60.4,58.0,851,4.64,4.6,2.79
8621,1.05,Premium,F,SI1,61.8,58.0,4445,6.51,6.44,4.01
2082,1.01,Good,H,I1,63.2,58.0,3110,6.33,6.39,4.02
31760,0.4,Ideal,D,SI1,61.8,55.0,772,4.74,4.78,2.94
12045,0.4,Good,G,SI2,63.4,59.0,596,4.64,4.66,2.95
48356,0.56,Ideal,D,VS2,60.9,56.0,1963,5.32,5.35,3.25
36074,0.4,Very Good,D,SI1,63.1,61.0,924,4.71,4.67,2.96
32673,0.31,Ideal,G,VS1,62.1,55.0,802,4.36,4.33,2.7
5948,0.74,Very Good,F,VVS2,61.5,55.1,3948,5.82,5.85,3.59
21290,1.42,Premium,E,SI1,61.1,62.0,9447,7.2,7.17,4.39
15536,1.5,Premium,G,SI2,61.8,60.0,6224,7.28,7.25,4.49
24362,0.3,Ideal,H,VVS1,62.0,56.0,636,4.31,4.34,2.68
20728,0.31,Ideal,F,VS2,61.3,57.0,625,4.3,4.34,2.65
12932,1.14,Ideal,H,SI1,62.3,56.0,5382,6.69,6.77,4.19
1608,0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61
7608,0.84,Very Good,G,VVS2,60.4,55.0,4259,6.07,6.12,3.68
48979,0.36,Ideal,D,SI2,62.3,57.0,537,4.52,4.57,2.83
43162,0.42,Ideal,F,VVS1,61.3,56.0,1389,4.83,4.82,2.96
44197,0.51,Ideal,D,SI1,61.8,55.0,1569,5.14,5.18,3.19
27553,2.01,Good,H,VS1,57.6,63.0,18340,8.23,8.25,4.75
12256,1.16,Ideal,G,SI2,61.5,54.0,5206,6.75,6.78,4.16
3308,0.73,Ideal,E,VS1,62.3,56.0,3370,5.75,5.8,3.6
29753,0.45,Ideal,G,SI2,61.9,54.0,709,4.91,4.95,3.05
43581,0.41,Ideal,E,VVS1,61.3,57.0,1431,4.79,4.77,2.93
51057,0.7,Premium,H,SI1,59.0,60.0,2331,5.86,5.81,3.44
12601,1.0,Very Good,H,SI1,60.9,58.0,5287,6.43,6.46,3.93
45251,0.5,Fair,G,VVS2,66.1,62.0,1659,4.92,4.88,3.24
20174,1.02,Very Good,F,VVS2,59.4,59.0,8627,6.58,6.69,3.94
6557,0.9,Very Good,F,SI1,61.6,58.0,4074,6.12,6.26,3.81
35263,0.3,Good,G,IF,63.8,55.0,895,4.24,4.28,2.72
38091,0.36,Ideal,E,VS2,60.8,56.0,1013,4.64,4.6,2.81
30572,0.31,Ideal,D,VS2,61.2,55.0,734,4.35,4.38,2.67
5576,1.21,Fair,H,SI1,69.6,55.0,3862,6.49,6.42,4.49
21565,1.52,Very Good,I,SI1,62.0,58.0,9664,7.34,7.4,4.57
9298,1.06,Premium,G,SI2,61.5,58.0,4571,6.6,6.54,4.04
51748,0.71,Ideal,E,SI1,61.9,56.0,2404,5.76,5.71,3.55
46229,0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17
33344,0.41,Ideal,H,VS1,62.7,56.0,827,4.73,4.77,2.98
22827,1.23,Ideal,G,VS1,61.6,57.0,10859,6.84,6.9,4.23
6883,1.01,Ideal,H,SI2,60.1,60.0,4131,6.54,6.5,3.92
4070,0.31,Very Good,D,SI1,63.0,55.0,571,4.32,4.34,2.73
50446,0.6,Ideal,D,SI1,61.4,55.0,2263,5.45,5.47,3.35
473,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08
47725,0.54,Very Good,E,VS1,61.8,58.0,1889,5.23,5.28,3.25
8200,1.04,Premium,H,SI2,58.6,60.0,4368,6.67,6.63,3.9
51552,0.52,Ideal,G,IF,61.7,56.0,2387,5.19,5.15,3.19
32912,0.42,Premium,D,SI1,59.8,59.0,810,4.86,4.91,2.92
23586,1.28,Very Good,F,VVS2,62.0,57.0,11602,6.92,7.01,4.32
5270,1.02,Very Good,J,VS2,59.3,58.0,3796,6.56,6.62,3.91
2229,0.9,Fair,G,SI1,65.4,59.0,3145,6.04,6.0,3.94
49920,0.7,Very Good,G,SI1,63.3,61.0,2184,5.6,5.55,3.53
48028,0.57,Ideal,H,VS1,61.0,57.0,1922,5.37,5.34,3.26
42010,0.59,Premium,H,SI1,61.9,59.0,1265,5.43,5.34,3.33
39435,0.41,Ideal,D,VS2,61.9,56.0,1076,4.8,4.77,2.96
25000,1.5,Very Good,G,VS2,61.1,60.0,13528,7.4,7.3,4.49
6839,0.91,Premium,D,SI2,62.2,59.0,4123,6.19,6.23,3.86
20539,1.03,Ideal,F,VVS2,61.6,56.0,8860,6.53,6.46,4.0
17493,1.05,Ideal,G,VS1,61.3,57.0,7027,6.51,6.58,4.01
22756,2.01,Fair,H,SI2,66.7,56.0,10772,7.8,7.76,5.19
9425,1.01,Very Good,D,SI2,61.8,60.0,4588,6.37,6.41,3.95
20571,1.21,Premium,F,VS1,62.5,60.0,8879,6.77,6.7,4.21
34255,0.34,Ideal,F,VS2,61.4,55.0,856,4.54,4.52,2.78
